"repo_path","role","source_resource","source_snapshot","source_locator","source_bytes_if_recorded","source_sha256_if_recorded","repo_bytes","repo_sha256","source_copy_status","redistribution_status","note"
"data/frozen/e7/common_rhr.csv","ADDITIONAL_METABOLITE_FROZEN_INPUT","Five-metabolite exploratory profile release (historical source label E7)","Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","215972","ED5042917ECA6C7BA0F6D111B76E11EC57FAEEFBBB96966D45F022553CD01642","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/e7/identity_accounting.csv","ADDITIONAL_METABOLITE_FROZEN_INPUT","Five-metabolite exploratory profile release (historical source label E7)","Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1056","5BDFCF93983EB8E92822719DB4DBA01FE2A23DD138AEF64CE479797EF4DC2BFE","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/e7/numeric_compounds.csv","ADDITIONAL_METABOLITE_FROZEN_INPUT","Five-metabolite exploratory profile release (historical source label E7)","Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","746","D7957C711DDE86B91495D09AC92B204B8CC72B76AA5C59B427652C198435BA06","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/e7/raw_hr.csv","ADDITIONAL_METABOLITE_FROZEN_INPUT","Five-metabolite exploratory profile release (historical source label E7)","Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","215815","2CBDA7BE0E359990439E795E8A0803978A34CC12D15CF717099055374E39D8F9","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/metadata/class_membership.csv","VERSIONED_ANALYSIS_METADATA","Exact-protein feature dictionary and descriptive class registry","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","6992","51C98F45A172FCD1EBCCCC9CF2651AA9762435CB768F293DC2E1F559972FDF74","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_METADATA_CC_BY_SA_4_0","Retained byte-identically as project-authored descriptive metadata; see DATA_LICENSE.md"
"data/frozen/metadata/feature_dictionary.parquet","VERSIONED_ANALYSIS_METADATA","Exact-protein feature dictionary and descriptive class registry","Human_Priority_Mammalian_Fallback_U1_Fingerprint_Authority_20260807_051641_664","audits/OUTPUT_CODE_LINEAGE.csv","345340","C118155941DBD00E01ECBB99FB5577D419C0EE8A157ED6788DC2B0316CBF3281","345340","C118155941DBD00E01ECBB99FB5577D419C0EE8A157ED6788DC2B0316CBF3281","BYTE_IDENTICAL_SOURCE_COPY","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/profiles/all_compound_profiles_strict18_long.csv","PROFILE_FROZEN_INPUT","Ketamine-family and psychoactive-reference comparative analysis","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","10557450","5A3974F72A37CC7C35824C2E795F054F3EDCCA87B02CACEFF7A1D36868C31CC4","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/profiles/prior_calls_alpha0001.parquet","PROFILE_FROZEN_INPUT","Ketamine-family and psychoactive-reference comparative analysis","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","27324","023380CCF50E709E566972DE7A09478C837088E97DCDEBB3732768CAF1303FC7","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/profiles/prior_calls_alpha001.parquet","PROFILE_FROZEN_INPUT","Ketamine-family and psychoactive-reference comparative analysis","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","28333","88CAF367CB35583188CEFE2FED7D9DB43C767EA6368DC7CA7BA3491C2E00170E","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/profiles/prior_external_profiles.parquet","PROFILE_FROZEN_INPUT","Ketamine-family and psychoactive-reference comparative analysis","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","224262","06878111F984A76902B5B61D6DC3F6D981A39504923BE8C3F65174537CCC8868","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"data/frozen/profiles/prior_pairwise.parquet","PROFILE_FROZEN_INPUT","Ketamine-family and psychoactive-reference comparative analysis","Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","55849","5FA8B473AF467737C8F7C15305A8382072392F9F01C660AEB72C7879ACC7CB48","REPOSITORY_HASH_RECORDED","PUBLIC_REPLACE_WITH_SYNTHETIC_FIXTURE","Excluded from the public tree; exact user-supplied file contract is in EXTERNAL_INPUT_MANIFEST.tsv and synthetic public tests are in data/fixtures/"
"results/reference/class/CLASS_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","3350023","D6597C40EBC00710ECE6507AD14D726FAAF0E6AE1A817FE848060B49DA30EC89","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/class/CLASS_RESIDUALS_LONG.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","958023","0C94C018CCB73634531280D7AE7269C099672A9E1D8F7F7BC2B3C5FE6C845EC6","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/class/CLASS_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","107385","A4FDF3386138CB86D2F15806447EBC4209FA647A1BE82E466AEE3DBFA8FA6D42","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/class/CLASS_STATUS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","41029","AD3B330CD24074994014487D31F07C8D283544AE6FDE3C93069E35A98C1C8D04","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/class/CLASS_SUMMARY.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","4326","6578577215B8F50A1FE9F375D7DA87D68BC068508247EF4EE0150F1B1A36AAB2","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_AVERAGE_LINKAGE.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","3071","9ED5927D053549B3E566BC25C45472E57569B83C75658409E7DB5A8D1596D346","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_COMPLETE_CASE_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","3775","E69FC0F5EAD771571FCA1A971206C46579E7038583A646BCC558275700AC81C6","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_COMPLETE_CASE_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1833","BA1CB4E6BB6D8FCD492CC68A0ED8713E32965545703A452FC9B53091EA4B1ADA","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","133421","DE7DA22ADDE8FECA54D01A80F2A24DBF707C9CE4BA0E456E3A740488E3961646","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1910","BB49FA37D0F70C30B1DB6E6A0A55C720251237CA21D458C8AF7827AA6310CEC5","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_MODEL_STATUS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","4231","AA3DD6C04A15ADE002B54CF4442343077D6BCC73BF2DE73893CC6C1DA2C492DE","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_RMS_DISTANCE_MATRIX.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","2306","508AB47DEB46F85EFADF5E7083DEAF7E3D61D457B4FC6BCD32D4A8D97F01D6DD","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_RMS_DISTANCE_SUBSET_AUDIT.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","476","D7FD6AA66ED540803C687A1AA88743A0E3D1E8107A97971DBC74D306A5E0357A","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_RMS_PCOA_COORDINATES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1351","CCC012F481389A592263532DE88F28E38C5305F02BCC581747A407D07E23340D","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SHARED_TARGET_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","162","E6E8F43835DD3D515276DCD5193A6BD1F2A86F6682DE1767A2B103807F99CC12","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SHARED_TARGET_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1446","23E051B12E16325FE2F15C3889635B499460F33E042F87D55CC2717F0E5A4D17","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","3256","9BB5800F582BC93D18B15AF16D14A8A252B36C59395CF81A5C47DCE9B594D2E4","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1961","27F2BC339253DB0C16C60B796451C0D1521C2EC7C4C258884B68CA5E8C0B264D","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","3646","D2715644CEDA97892A350EE4D391FD9D4A241EF8E050C5CC793ECA576712F4D6","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1945","0CEE2C04BF7C7C64B84E387E01257396800DA5238B3D5B15440438727C4463DB","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_TARGET_LEVEL_PCA_LOADINGS.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","4617","35CA2F60A052BA82998A7A7B4397313512FA03E312BBF7C44179506F0DFE7FB1","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
"results/reference/family/FAMILY_TARGET_LEVEL_PCA_SCORES.csv","NUMERICAL_REFERENCE","Pooled-parent comparative final audit and freeze","Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547","audits/OUTPUT_CODE_LINEAGE.csv","NOT_RECORDED_SEPARATELY","NOT_RECORDED_SEPARATELY","1920","386970FC1B291D9DFC471370EF79B7E02E40A3B145126EAAC6E771F1203F319E","REPOSITORY_HASH_RECORDED","PUBLIC_KEEP_PROJECT_DERIVATIVE_CC_BY_SA_4_0","Accepted family, global, class, or closeout regression reference; retained byte-identically as an accepted project analysis derivative"
