"role","repo_path","bytes","sha256","source_resource","source_snapshot","source_locator","status"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_SCORES.csv","1910","BB49FA37D0F70C30B1DB6E6A0A55C720251237CA21D458C8AF7827AA6310CEC5","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_MODEL_STATUS.csv","4231","AA3DD6C04A15ADE002B54CF4442343077D6BCC73BF2DE73893CC6C1DA2C492DE","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_RMS_DISTANCE_MATRIX.csv","2306","508AB47DEB46F85EFADF5E7083DEAF7E3D61D457B4FC6BCD32D4A8D97F01D6DD","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_RMS_DISTANCE_SUBSET_AUDIT.csv","476","D7FD6AA66ED540803C687A1AA88743A0E3D1E8107A97971DBC74D306A5E0357A","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_RMS_PCOA_COORDINATES.csv","1351","CCC012F481389A592263532DE88F28E38C5305F02BCC581747A407D07E23340D","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SHARED_TARGET_PCA_LOADINGS.csv","162","E6E8F43835DD3D515276DCD5193A6BD1F2A86F6682DE1767A2B103807F99CC12","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SHARED_TARGET_PCA_SCORES.csv","1446","23E051B12E16325FE2F15C3889635B499460F33E042F87D55CC2717F0E5A4D17","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_LOADINGS.csv","3256","9BB5800F582BC93D18B15AF16D14A8A252B36C59395CF81A5C47DCE9B594D2E4","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_SCORES.csv","1961","27F2BC339253DB0C16C60B796451C0D1521C2EC7C4C258884B68CA5E8C0B264D","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_LOADINGS.csv","3646","D2715644CEDA97892A350EE4D391FD9D4A241EF8E050C5CC793ECA576712F4D6","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_SCORES.csv","1945","0CEE2C04BF7C7C64B84E387E01257396800DA5238B3D5B15440438727C4463DB","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_TARGET_LEVEL_PCA_LOADINGS.csv","4617","35CA2F60A052BA82998A7A7B4397313512FA03E312BBF7C44179506F0DFE7FB1","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_TARGET_LEVEL_PCA_SCORES.csv","1920","386970FC1B291D9DFC471370EF79B7E02E40A3B145126EAAC6E771F1203F319E","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/FAMILY_WEIGHTED_MDS_COORDINATES.csv","924","3D41139D331A3B9967B1132FD0FD7A81FF2CC5B96CCCF7470A6B484E16AC47E1","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/family/KETAMINE_FAMILY_ALL_PAIR_METRICS_FINAL.csv","104448","FF279F96CB5B8C7FBF64370ADD496E91E45DBCE69268D2C1C156ECE10DDA142A","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.pdf","140894","22AF27D5FB224E011384C16235F21A5419804A457503B7F719C6020A6E1D322C","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.svg","436480","D5499470890BDA3AFA6416A4925A11594701F8C17786BE35B2262FB89343A99C","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND_600dpi.png","447326","0ACB17DCE9B984FD2DB0C9144E472DD8828BC2523688BBF0DD812CFD7F3105F8","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/qc/NUMERICAL_QC.json","2514","875F5DCB8110059B9AC906EDFCD664648BFA2E365B580F336D054C752BF8DAF1","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/qc/VISUAL_LAYOUT_QC.json","1920","44A3840B77DC2443C03DFB7E6D0211E10468D793F129B8E03F69CC9F56FA2101","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/source_data/FROZEN_GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv","7080","58B7F3231B47EA198ED2235F50F6EA711D21DE40FE24038F1AD26D8824CB99C0","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/source_data/PALETTE_SPECIFICATION.csv","245","B3FE766160678E67DC582E6058996549994E3D7F046E6CF5904E87D3939842A5","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/figure4/source_data/VALIDATED_FIGURE4_SOURCE_COORDINATES.csv","16780","8A369B7DDD2201E3EBC5A9BA227D67997B2E154B8982238588BF95A4894ED4AA","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/FINAL_MODEL_STATUS.csv","54517","81C9E1D9B1527BAA194BF20710E139AA0ADACA91CC136E8EDA968C5936E1CF73","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/FINAL_MULTIVARIATE_AUDIT.csv","43318","2908CFC554C101AD8F6CC1C007A759A521A30187A0E20B126F76ED6C7412A9F8","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/FINAL_QA_SUMMARY.csv","10334","6005FBC040E1C806E9EFB27BAF944C55DAC8DC63F1F447038838A3CEA1E4432A","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/ALL_UNORDERED_DRUG_PAIR_METRICS_FINAL.csv","1090292","1E5B037A76F4E25C745C9952E0CE31108FF64936FFF696A5B1BAF8006A603AC7","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_ALPHA0001_CALL_JACCARD_MATRIX.csv","10069","D6CC5D8F8A504BC583A85F70C0B6A7C410A679F99755662A7F16505CE2C55503","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_ALPHA001_CALL_JACCARD_MATRIX.csv","11153","D6F7C9E00A968563BC32629A8DAFC753306D8D827669143952A0162580C48A03","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_ALPHA001_SIGNED_SPARSE_COSINE_MATRIX.csv","12173","1E01C759DC6C8439037C018026F1F107346BEA92AF0F9E23B8CE562009163055","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_AVERAGE_LINKAGE.csv","8179","38743A2831E981CCAAE728DBB5D8ABFF7D24C76D9B60525A64C6D6B8802B61B7","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_LOADINGS.csv","97733","77C897290FE62EE997C1AE11D661CC0DF773590FE1270833B1BD3ED1F84F570F","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv","7116","79CCCB4DFA80C0FFB6F135AE31D5462939EB193A3D95B96AF5C4A922775749C0","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_LOADINGS.csv","163453","E3482737054B6CC60C51F4DFF7DBF782E67565854D765EE42B5625CF44B31CA7","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_SCORES.csv","6090","27160D736BEE860F8AE20A26453EF69AE452DE1F4F0F51991E35C03F397B093E","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_MODEL_STATUS.csv","9623","A32606C98F49603FCC3AE027FDA20EFB6B54C3A9A69B4ED1FF23550B02E1A12D","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_RMS_DISTANCE_MATRIX.csv","8669","8268EEE453F15CF846F898942A2E27215A290E8CFA60DD236530E60B95D50081","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_RMS_DISTANCE_SUBSET_AUDIT.csv","1545","C550A4658E90BC3F2C78752288E49D22E5B16F9E6F73D15D765BC8AE29973B01","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_RMS_PCOA_COORDINATES.csv","2422","71A2B622AC1BBAFE5A6C660BB1EA3F2C4BBFDFEF23EAA71ECD648522B0159E2A","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_LOADINGS.csv","5410","B07F45C4877762EF157B4C85D464716FC6AAD0BA8D7244B8A722C79572FB53C9","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_SCORES.csv","6239","6989DF9C3D92A250458184EFFF21285276A0743A56017B86FC15C0321EF89EF8","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_LOADINGS.csv","6404","14B6A083ABE2865F47B4AA9CF3A3BD62BC98B99A600A53F0FBA8F334E9272F60","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
"PUBLIC_REFERENCE_OUTPUT","results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_SCORES.csv","6159","1D3A59C6F427F44B6B5DF5ACDC5F65EBCB245626253DBB220A588A1ACCB2A932","Accepted pooled-parent reference derivative from approved source snapshot","APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25","PUBLIC_RELEASE_FILE_DECISIONS.tsv","PUBLIC_RETAINED_BYTE_IDENTICAL_REFERENCE"
